@relation benzo322

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric

@data
0.447854,0.868914,0.382447,0.701349,0.726507,0.620947,0.163417,0.602062,0.434263,0.222171,0.453966,0.260848,0.411956,0.673347,0.535405,0.554401,0.500777,0.400208,0.447325,0.424341,0.086003,0.29846,0.416058,0.708774,0.454365,0.276525,0.392242,0.697845,0.521197,0.732776,0.0598,0.712578,0.4507
0.536836,0.578437,0.426611,0.485115,0.479589,0.471649,0.581561,0.399459,0.213618,0.142698,0.173593,0.493182,0.158427,0.650897,0.533277,0.355588,0.402029,0.5757,0.344176,0.475127,0.359437,0.444905,0.310078,0.681216,0.320526,0.431077,0.917946,0.638718,0.41933,0.454735,0.31227,0.207391,0.5927
0.471206,0.890266,0.429886,0.838026,0.733636,0.526096,0.452535,0.51864,0.502959,0.265279,0.540611,0.221341,0.443117,0.470059,0.520489,0.45006,0.601426,0.446964,0.30469,0.669978,0.155321,0.311051,0.278194,0.636884,0.867819,0.585402,0.313893,0.709411,0.630011,0.642091,0.475858,0.493628,0.7433
0.356646,0.948984,0.033206,0.889927,0.447959,0.439889,0.776526,0.101928,0.38834,0.166631,0.625026,0.607402,0.68774,0.344468,0.390968,0.239628,0.581133,0.309494,0.523518,0.598345,0.367379,0.60074,0.372887,0.63565,0.359281,0.638348,0.780051,0.689818,0.565928,0.516743,0.436364,0.368921,0.558467
0.652446,0.761545,0.472505,0.706606,0.455635,0.46199,0.879724,0.547092,0.460846,0.298824,0.101061,0.558795,0.28831,0.758001,0.573383,0.31762,0.258115,0.393488,0.993792,0.988316,0.183967,0.235829,0.802806,0.518849,0.475138,0.342486,0.389756,0.638407,0.13691,0.490328,0.421364,0.631953,0.791467
0.237471,0.797926,0.217971,0.62095,0.512839,0.587078,0.395268,0.548011,0.363334,0.22466,0.327934,0.657946,0.593095,0.601331,0.402789,0.435721,0.487823,0.459424,0.466047,0.45243,0.127406,0.700455,0.405936,0.527983,0.384218,0.243065,0.604066,0.730435,0.216648,0.41205,0.582991,0.532442,0.338233
0.469155,0.708543,0.170213,0.48208,0.254625,0.351924,0.309752,0.471522,0.020774,0.472112,0.334021,0.501471,0.6939,0.855039,0.187291,0.091484,0.396865,0.295938,0.409031,0,0.464713,0.519441,0.628741,0.483051,0.868882,0.195334,0.540089,0.697178,0.554966,0.535679,0.458731,0.496561,0.179733
0.658061,0.806188,0.636739,0.958188,0.171596,0.294099,0.373935,0.30685,0.460648,0.157858,0.551275,0.461112,0.491839,0.352993,0.494394,0.536358,0.663075,0.382312,0.268612,0.667479,0.049913,0.358448,0.384913,0.91121,0.716959,0.414288,0.444643,0.79678,0.467883,0.62954,0.335777,0.232206,0.703033
0.275159,0.704375,0.821233,0.576028,0.593782,0.519159,0.686937,0.276554,0.492266,0.241557,0.531077,0.447004,0.357668,0.486426,0.556817,0.372221,1,0.331076,0.781669,0.217163,0.398082,0.202185,0.370182,0.41375,0.612932,0.202659,0.727528,0.730871,0.496479,0.66549,0.261494,0.512912,0.795333
0.861406,0.839473,0.373484,0.332427,0.392765,0.337108,0.691662,0.330013,0.190283,0.364448,0.656032,0.527431,0.596014,0.693921,0.299525,0.098895,0.389041,0.140797,0.355047,0.191464,0.548483,0.686491,0.619537,0.356763,1,0.335251,0.590177,0.697192,0.708346,0.529032,0.599262,0.5238,0.735333
0.471165,0.348363,0.382356,0.739984,0.560647,0.081275,0.353877,0.49139,0.409147,0.586921,0.40511,0.773357,0.654831,0.859163,0.530395,0.151598,0.640655,0.075712,0.422827,0.16265,0.29755,0.669025,0.277024,0.688212,0.638915,0.503167,0.412134,0.698182,0.376482,0.575106,0.577637,0.445642,0.110333
0.299953,0.672017,0.854818,0.497027,0.514695,0.587607,0.418017,0.332161,0.601198,0.230021,0.438858,0.573193,0.542761,0.48863,0.542745,0.079807,0.473106,0.410798,0.535878,0.35599,0.231085,0.543189,0.53188,0.601348,0.203391,0.207126,0.324511,0.900953,0.548627,0.421062,0.851715,0.515005,0.333333
0.665131,0.831222,0.513853,0.615869,0.576773,0.460924,0.602611,0.635038,0.408942,0.242805,0.261728,0.4954,0.194032,0.61115,0.574068,0.427074,0.450647,0.492752,0.379098,0.571029,0.340008,0.532444,0.451366,0.356776,0.321116,0.321882,0.720622,0.610111,0.491277,0.638371,0.5185,0.483228,0.613433
0.723052,0.917868,0.345427,0.520624,0.514667,0.591986,0.518307,0.109127,0.310952,0.144254,0.56442,0.718757,0.425313,0.358914,0.553902,0.511615,0.44894,0.255282,0.42992,0.381965,0.371162,0.412069,0.393881,0.679376,0.462183,0.472245,0.273761,0.671028,0.362703,0.571943,0.335626,0.698659,0.757667
0.304251,0.493017,0.844071,0.534806,0.664617,0.601104,0.547469,0.462652,0.240304,0.372812,0.096973,0.775399,0.971811,0.537941,0.381035,0.79742,0.502839,0.148012,0.175959,0.661492,0.039472,0.852495,0.614885,0.826928,0.304724,0.505196,0.52932,0.724754,0.156148,0.805379,0.875222,0.671088,0.746067
0.722421,0.150634,0.474924,0.775956,0.451446,0,0.190293,0.434374,0.655102,0.205898,0.601009,0.484528,0.587692,0.274933,0.329657,0.803997,0.433071,0.5394,0.784519,0.619151,0.343778,0.475418,0.121282,0.452121,0.415164,0.044473,0.58086,0.629163,0.479202,0.450006,0.46512,0.413827,0.6837
0.573381,0.607244,0.408959,0.725539,0.681124,0.407862,0.35278,0.197052,0.170112,0.448852,0.437706,0.347498,0.483321,0.735136,0.320154,0.350223,0.341833,0.311613,0.450294,0.291082,0.326893,0.481707,0.361934,0.604115,0.588017,0.667974,0.802866,0.630904,0.106189,0.278752,0.407873,0.34985,0.594633
0.432952,0.515553,0.278392,0.463667,0.320058,0.484957,0.499725,0.34416,0.11557,0.164465,0.028581,0.423428,0.182638,0.879358,0.45621,0.422537,0.782341,1,0.361968,0.43549,0.191644,0.892272,0.252671,0.566175,0.496365,0.24857,0.055718,0.642403,0.466147,0.608493,0.496857,0.526475,0.926033
0.360603,0.824806,0.146273,0.6521,0.434548,0.418991,0.536724,0.705772,0.394411,0.243276,0.391202,0.606574,0.518594,0.536525,0.493123,0.15373,0.599239,0.376858,0.702188,0.486911,0.485055,0.739886,0.514594,0.538397,0.269786,0.378338,0.647879,0.595806,0.526181,0.808917,0.730603,0.730822,0.3597
0.347758,0.922778,0.055338,0.836001,0.427834,0.439348,0.723811,0.233146,0.366379,0.18142,0.563078,0.615666,0.637227,0.37989,0.402535,0.208822,0.569924,0.341445,0.573914,0.607228,0.456391,0.598093,0.402703,0.591824,0.309574,0.507218,0.902199,0.640508,0.554718,0.390452,0.663167,0.808392,0.695
0.28879,0.672591,0.789516,0.554774,0.409338,0.541335,0.511915,0.097172,0.541754,0.205424,0.527903,0.5869,0.614358,0.437126,0.508087,0.00582,0.487102,0.392905,0.547663,0.363537,0.222075,0.539436,0.50257,0.602251,0.154639,0.183487,0.378538,0.900487,0.572394,0.389209,0.943073,0.58158,0.689233
0.301679,0.583824,0.676626,0.481443,0.513394,0.434718,0.663505,0.593221,0.135928,0.21777,0.417987,0.498239,0.765572,0.51633,0.434353,0.746391,0.479245,0.112372,0.289274,0.630627,0.229582,0.673134,0.567069,0.849561,0.093001,0.348889,0,0,1,0.02326,0.395303,0.359253,0.864167
0.293465,0.638702,0.761072,0.510323,0.556228,0.545864,0.549148,0.570861,0.341632,0.198478,0.477672,0.526326,0.582269,0.547516,0.501734,0.385189,0.382873,0.38286,0.306887,0.54686,0.173383,0.750138,0.366254,0.75302,0.54194,0.468581,0.49495,0.620075,0.244577,0.818548,0.198149,0.618873,0.8306
0.388779,0.998386,0.283341,0.861753,0.856768,0.54539,0.728348,0.652766,0.633862,0.174493,0.506208,0.501415,0.382097,0.510563,0.522567,0.373354,0.469016,0.347159,0.449719,0.335622,0.246833,0.757207,0.306881,0.524165,0.590679,0.120031,0.754885,0.5016,0.215834,0.296177,0.941094,0.715227,0.8257
0.485644,0.857346,0.318621,0.624519,0.445332,0.423317,0.346104,0.622566,0.209664,0.659953,0.389372,0.149365,0.437079,0.215375,0.623076,0.241232,0.699545,0.463255,0.476044,0.626615,0.201054,0.441722,0.398177,0.759846,0.470525,0.492308,0.520612,0.726557,0.549928,0.601804,0.671301,0.310514,0.583367
0.266126,0.634604,0.742612,0.446853,0.34839,0.562305,0.358294,0.223045,0.428068,0.219364,0.459343,0.554748,0.588403,0.450412,0.497213,0,0.515263,0.431183,0.616373,0.460266,0.323763,0.531668,0.457693,0.542603,0.181689,0.303224,0.547295,0.806868,0.430469,0.342008,0.861412,0.42468,0.816367
0.279686,0.69431,0.872791,0.508199,0.557402,0.625585,0.421774,0.381508,0.548677,0.295658,0.389898,0.547518,0.659272,0.461444,0.496885,0.137654,0.509139,0.422057,0.470293,0.594911,0.335061,0.676241,0.363357,0.552688,0.545457,0.306619,0.590535,0.531282,0.418804,0.628818,0.243776,0.492994,0.8521
0.252134,0.652436,0.441612,0.470451,0.169252,0.396278,0.570642,0.588909,0.132107,0.031088,0.9174,0.16955,0.24253,0.565173,0.575685,0.050432,0.368114,0.561756,0.506219,0.414809,0.390003,0.488609,0.283491,0.74498,0.353199,0.499445,0.566396,0.580479,0.19309,0.475024,0.636021,0.502205,0.8257
0.677793,0.52736,0.486409,0.686552,0.533942,0.321331,0.783354,0.428792,0.480415,0.398254,0.256529,0.619431,0.26497,0.752698,0.585636,0.205848,0.240548,0.301608,1,0.780309,0.154189,0.154619,0.632269,0.617734,0.621704,0.502029,0.541477,0.495727,0.193151,0.552554,0.311592,0.499215,0.513067
0.494673,0.117837,0.259775,0.469084,0.691619,0.340531,0.349365,0.481779,0.382985,0.082249,0.395003,0.589342,0.33664,0.399208,0.472406,0.115917,0.550222,0.307827,0.411067,0.469636,0.173016,0.511103,0.458996,0.696048,0.473187,0.518333,0.759421,0.619471,0.32752,0.469649,0.403693,0.454243,0.470033
0.644934,0.805783,0.217865,0.106402,0.443787,0.425801,0.540547,0.538486,0.691468,0.059036,0.167801,0,0.983005,0.685019,0.624059,0.364172,0.593184,0.421662,0.731509,0.384948,0.25328,0.600273,0.398884,0.88311,0.361605,0.448743,0.797454,0.715928,0.457246,0.428104,0.297923,0.65335,0.6376
0.686918,0.842503,0.467939,0.58149,0.42301,0.217947,0.654653,0.452014,0.169521,1,0.197898,0.070565,0.415542,0.112047,0.566054,0.131763,0.597709,0.372294,0.259263,0.19964,0.05187,0.520628,0.340335,0.741088,0.013893,0.155145,0.59457,0.649722,0.191723,0.498987,0.125901,0.680529,0.269367
0.65233,0.311544,0.329081,0.734829,0.297893,0.987797,0.559026,0.635007,0.308951,0.19731,0.349828,0.405419,0.506658,0.444603,0.429006,0.26011,0.55297,0.342074,0.437092,0.397174,0.250131,0.444885,0.409166,0.62426,0.440111,0.367886,0.697108,0.601005,0.413348,0.524265,0.592238,0.493881,0.666667
0.614775,0.791912,0.577471,0.807887,0.235155,0.237425,0.373295,0.817666,0.538815,0.172343,0.451238,0.450827,0.371423,0.558553,0.474967,0.263955,0.536691,0.340569,0.360249,0.384868,0.48646,0.653716,0.561478,0.761476,0.479747,0.371788,0.463325,0.670154,0.467365,0.689729,0.3822,0.503203,0.0311
0.721939,0.860416,0.481198,0.19377,0.508989,0.604629,0.465765,0.541429,0.479451,0.341436,0.860773,0.884589,0.401176,0.694041,0.123758,0.240392,0.71347,0.543904,0.416094,0.545671,0.122832,0.252259,0.273271,1,0.235814,0.474721,0.413135,0.693086,0.276319,0.486267,0.517734,0.451924,0.820933
0.661215,0.364206,0.269109,0.798318,0.273967,0.883658,0.580532,0.652334,0.238998,0.12652,0.289799,0.394765,0.519645,0.552478,0.420729,0.082869,0.553243,0.112523,0.683313,0.642567,0.149272,0.524192,0.274218,0.428134,0.364883,0.290942,0.560523,0.647248,0.422724,0.655725,0.632171,0.420411,0.666667
0.387063,0.833584,0.210658,0.656503,0.531941,0.606314,0.103665,0.488967,0.197157,0.249736,0.447969,0.272389,0.543095,0.643773,0.497131,0.429472,0.51565,0.417757,0.561913,0.634293,0.331804,0.416145,0.502875,0.555932,0.214427,0.440445,0.725094,0.67691,0.505209,0.649718,0.399749,0.454718,0.791467
0.272027,0.570146,0.599211,0.462318,0.498048,0.365451,0.791729,0.633514,0,0.190484,0.478637,0.402512,0.505029,0.549277,0.477627,0.979345,0.934986,0.068094,0.583157,0.394757,0.388211,0.332583,0.527527,0.688742,0.240731,0.330549,0.245216,0.054144,0.940763,0,0.35835,0.31172,0.946767
0.785708,0.968967,0.316988,0.410725,0.501746,0.49856,0.643601,0.247156,0.319702,0.118382,0.701771,0.550309,0.49474,0.40301,0.577607,0.472898,0.457049,0.240595,0.420599,0.497397,0.181628,0.662755,0.440306,0.369097,0.393546,0.441978,0.703834,0.679226,0.583939,0.719371,0.307025,0.385393,0.558467
0.400532,0.993808,0.208702,0.943103,0.732603,0.464394,0.915985,0.221805,0.660981,0.129986,0.615439,0.541952,0.522906,0.448002,0.452425,0.363272,0.476152,0.269826,0.341781,0.17505,0.006006,0.618726,0.384907,0.632349,0.336944,0.202064,0.524912,0.642295,0.31931,0.644406,0.319468,0.023545,0.502333
0.280967,0.913431,0.131066,0.598898,0.565746,0.524187,0.543263,0.82064,0.517965,0.272298,0.556498,0.675332,0.459305,0.596678,0.261026,0.254952,0.626041,0.465094,0.529891,0.655578,0.300442,0.499286,0.315799,0.656844,0.200594,0.265881,0.725722,0.65361,0.396601,0.619999,0.324451,0.47214,0.7877
0.04941,0.597854,0.790233,0.268587,0.403784,0.439624,0.716906,1,0.345254,0.158699,0.294964,0.712636,0.66727,0.337925,0.580234,0.4098,0,0.392364,0.024566,0.478529,0.211239,0.027307,0.25488,0.472525,0.596382,0.347381,0.497704,0.933786,0.619975,0.140791,0.423995,0.812621,0.907933
0.275419,0.579918,0.821333,0.52723,0.414916,0.628294,0.390314,0.314522,0.562558,0.372987,0.553646,0.571969,0.735118,0.454811,0.510586,0.263979,0.415177,0.512535,0.429625,0.617571,0.296588,0.673321,0.454685,0.620734,0.582367,0.441097,0.793237,0.404264,0.416481,0.810964,0.19955,0.485452,0.430467
0.580844,0.367497,0.216026,0.664668,0.471089,0.616698,0.655356,0.357574,0.512083,0.324219,0.755375,0.573023,0.633148,0.414613,0.592326,0.583696,0.60317,0.766101,0.121772,0.423135,0.302816,0.476644,0.953549,0.641816,0.561896,0.252423,0.752503,0.673261,0.534141,0.529973,0.75709,0.604286,0.380433
0.296138,0.692208,0.549455,0.505724,0.340278,0.412852,0.6373,0.69242,0.301257,0.023783,0.911971,0.145277,0.136721,0.587192,0.630404,0.097364,0.360345,0.516943,0.490055,0.285284,0.361349,0.453423,0.345128,0.802492,0.335739,0.433202,0.398182,0.622278,0.307978,0.531808,0.541429,0.556302,0.707233
0.616677,0.186047,0.346559,0.699858,0.444871,0.606014,0.646753,0.570517,0.543076,0.448591,0.695438,0.407729,0.704111,0.354709,0.319104,1,0.32677,0.821653,0.893059,0.297202,0.543107,0.696225,0.094645,0.405132,0.252642,0.312506,0.388692,0.80213,0.493984,0.499794,0.424752,0.47223,0.984733
0.418538,0.900652,0.19343,0.605917,0.394788,0.351284,0.585837,0.781503,0.291693,0.677231,0.216688,0.488336,0.422976,0.042561,0.622682,0.176449,0.68664,0.546826,0.452089,0.511816,0.076699,0.459665,0.213296,0.808288,0.726858,0.285214,0.465455,0.677282,0.515538,0.593734,0.811512,0.246518,0.5663
0.486165,0.797747,0.407847,0.715752,0.706401,0.429694,0.449516,0.459627,0.562067,0.285427,0.259117,0.079272,0.574262,0.703597,0.370417,0.253375,0.524807,0.506546,0.020097,0.39516,0.328639,0.134279,0.357461,0,0,1,0.560837,0.619408,0.538646,0.692682,0.448608,0.36407,0.330133
0.278014,0.485724,0.717813,0.491762,0.627145,0.460035,0.705698,0.528015,0.034383,0.265626,0.25302,0.571573,0.611107,0.574996,0.423093,0.969706,0.907687,0.082562,0.485083,0.414242,0.246282,0.487357,0.469796,0.690787,0.40814,0.534014,0.74647,0.782642,0.030663,0.785016,0.873094,0.610106,0.85806
0.642343,0.857806,0.564953,0.893112,0.241551,0.315584,0.400453,0.725426,0.616865,0.099719,0.386376,0.654377,0.294934,0.449393,0.552161,0.464573,0.659275,0.368304,0.521083,0.498197,0.419978,0.681765,0.555633,0.888073,0.461611,0.450553,0.634645,0.71908,0.426831,0.467899,0.488073,0.438581,0.958333
0.403157,0.982814,0.284958,0.842262,0.84319,0.52388,0.753795,0.574401,0.719523,0.162471,0.477571,0.523271,0.397837,0.534309,0.521831,0.423732,0.469139,0.322909,0.4091,0.174332,0.076084,0.623383,0.424353,0.619711,0.347386,0.178264,0.510459,0.648703,0.368338,0.656665,0.271668,0.188075,0.7993
0.147838,0.60084,0.04823,0.318475,0.111098,0.532881,0.542984,0.300575,0.810942,0.390644,0.448656,0.27427,0.069324,0.596096,0.365389,0.670596,0.514809,0.050202,0.33655,0.607906,0.221101,0.581611,0.353739,0.542367,0.462785,0.292074,0.625948,0.649929,0.478469,0.64756,0.496224,0.575518,0.858
0.286875,0.715146,0.546285,0.515594,0.384355,0.441138,0.626382,0.713039,0.23131,0.083886,0.88546,0.125082,0.247782,0.562248,0.581832,0.123026,0.371747,0.528956,0.434223,0.499784,0.458693,0.553027,0.207519,0.69068,0.561009,0.504708,0.688166,0.386108,0.197451,0.556609,0.283982,0.547631,0.840933
0.427338,0.453631,0.492675,0.777327,0.338341,0.418292,0.597459,0.733353,0.310226,0.31449,0.80794,0.27798,0.546126,0.63793,0.560094,0.280142,0.307819,0.209387,0.618391,0.534855,0.272407,0.482539,0.193084,0.705975,0.490051,0.540219,0.39829,0.622914,0.464152,0.730203,0.808512,0.242976,0.4876
0.338353,0.854504,0.120028,0.614891,0.416095,0.452861,0.601429,0.645982,0.381023,0.199984,0.395265,0.677984,0.539862,0.439353,0.45603,0.284468,0.552137,0.518612,0.555604,0.494761,0.221665,0.558327,0.309804,0.552663,0.548783,0.24071,0.809507,0.554368,0.404362,0.501051,0.568875,0.446074,0.5663
0.27801,0.485273,0.716493,0.492322,0.625152,0.459501,0.707214,0.527243,0.033929,0.265807,0.253248,0.571005,0.611165,0.574467,0.422923,0.968849,0.907422,0.082345,0.486136,0.414198,0.246352,0.486416,0.470455,0.691783,0.40593,0.533136,0.747059,0.778569,0.031504,0.783766,0.871931,0.609368,1
0.655638,0.328428,0.303156,0.789934,0.411937,0.851632,0.752038,0.418582,0.441011,0.233903,0.522274,0.417355,0.547374,0.426612,0.442661,0.327276,0.593853,0.444574,0.334594,0.362811,0.249868,0.484638,0.459934,0.703844,0.490372,0.322804,0.555271,0.679321,0.508865,0.629079,0.295055,0.882489,0.6514
0.840427,0.868768,0.408745,0.225113,0.355924,0.38849,0.531656,0.531379,0.137203,0.50738,0.458822,0.336769,0.3926,0.212508,0.658695,0.286195,0.535321,0.338699,0.476782,0.524361,0.152375,0.751963,0.345654,0.369373,0.274165,0.314448,0.772199,0.585156,0.263888,0.396888,0.428491,0.830616,0.777
0.461058,0.942217,0.30185,0.969339,0.730015,0.5333,0.613062,0.08654,0.438486,0.164092,0.686258,0.244733,0.574302,0.522736,0.438226,0.427507,0.4889,0.333652,0.291847,0.483514,0.039874,0.523466,0.284874,0.595567,0.5373,0.195908,0.687354,0.625004,0.340884,0.393753,0.640076,0.30612,0.858
0.571259,0.653162,0.330044,0.387071,0.269065,0.296641,0.694415,0.534345,0.815913,0.285586,0.290122,0.017436,0.83793,0.549721,0.437527,0.279632,0.696904,0.476118,0.314449,0.54301,0.121365,0.362893,0.479484,0.398245,0.618777,0.648967,0.139067,0.682923,0.262259,0.511967,0.604715,0.472911,0.291667
0.300884,0.757732,0.125304,0.550639,0.310161,0.533626,0.345181,0.464219,0.328229,0.215972,0.222963,0.849325,0.463348,0.478717,0.493275,0.366331,0.496437,0.477006,0.591887,0.117273,0.075266,0.363216,0.409925,0.764791,0.406341,0.380724,0.422175,0.603596,0.240275,0.589182,0.40981,0.340649,0.465967
0.635953,0.734414,0.395798,0.754578,0.358197,0.386877,1,0.275909,0.395906,0.2777,0.163018,0.591788,0.370392,0.725602,0.533601,0.299519,0.284631,0.423969,0.950664,1,0.133728,0.203541,0.853559,0.533789,0.411638,0.330124,0.476298,0.678015,0.257145,0.511688,0.488189,0.598774,0.803367
0.386395,0.832637,0.218536,0.670766,0.544011,0.609081,0.111484,0.504619,0.216196,0.244859,0.463296,0.283122,0.532205,0.622512,0.49589,0.437843,0.532877,0.412839,0.556844,0.638806,0.315202,0.44404,0.465238,0.562776,0.307521,0.441526,0.705258,0.673263,0.486226,0.583637,0.472803,0.519397,0.6819
0.440915,0.944305,0.110996,0.695918,0.644945,0.679737,0.345062,0.360741,0.402429,0.197133,0.439524,0.576605,0.595259,0.361756,0.415775,0.519501,0.523359,0.236228,0.383529,0.682823,0.722255,0.398955,0.424635,0.630733,0.364154,0.510321,0.386649,0.791897,0.248586,0.404352,0,0.467669,0.3597
0.729597,0.84971,0.255889,0.156734,0.232514,0.550173,0.329184,0.313975,0.125779,0.132961,0.485838,0.791928,0.44359,0.414592,0.586258,0.499539,0.452862,0.391426,0.468035,0.31231,0.078926,0.527946,0.340174,0.391218,0.495175,0.375774,0.597645,0.535542,0.303768,0.652582,0.801396,0.197181,0.1138
0.606216,0.738614,0.242386,0.566031,0.517675,0.440563,0.715259,0.27328,0.436188,0.124993,0.30468,0.434194,0.630631,0.384567,0.456377,0.231578,0.570025,0.327617,0.349424,0.608779,0.764817,0.487419,0.2757,0.658464,0.460379,0.21724,0.262017,0.540555,0.161509,0.708199,0.934476,0.792065,0.835667
0.405251,1,0.372749,0.785968,0.981267,0.607366,0.571065,0.956495,0.699824,0.194144,0.40204,0.459107,0.266904,0.593202,0.596636,0.438381,0.448946,0.357195,0.499613,0.319172,0.310582,0.79178,0.369226,0.521567,0.580666,0.090101,0.67082,0.513697,0.17189,0.323759,0.912863,0.754367,0.703033
1,0.904985,0.702134,0.537856,0.165894,0.387816,0.412385,0.559312,0.45031,0.080112,0.525749,0.627382,0.347457,0.472989,0.599635,0.566021,0.540597,0.320368,0.474981,0.455892,0.123844,0.706061,0.440006,0.45412,0.495323,0.40064,0.818782,0.614456,0.397213,0.391065,0.617445,0.549726,0.751733
0.536236,0.97842,0.330359,0.630886,0.584281,0.352372,0.604456,0.905243,0.387947,0.821549,0.264377,0.264038,0.329029,0,0.694361,0.122328,0.721799,0.423979,0.460344,0.591022,0.279231,0.621239,0.331415,0.817977,0.443201,0.418184,0.501639,0.761982,0.578495,0.608545,0.762159,0.315943,0.803367
0.507387,0.093627,0.228662,0.496866,0.64707,0.187329,0.412699,0.472551,0.515754,0.216817,0.656005,0.49029,0.550679,0.321245,0.395079,0.600198,0.402394,0.627809,0.749341,0.47277,0.327786,0.557951,0.340832,0.455544,0.371961,0.164051,0.378967,0.690848,0.589473,0.683947,0.586057,0.503538,0.703033
0.602718,0.783516,0.595691,0.943422,0.220226,0.120299,0.619736,0.641082,0.82096,0.055705,0.261357,0.464755,0.562585,0.474973,0.379315,0.314802,0.706599,0.496737,0,0.3551,0.33394,0.369433,0.301742,0.17539,0.25211,0.948174,0.500727,0.505737,0.322637,0.571744,0.826018,0.827662,0.803367
0.535904,0.304114,0.214093,0.459731,0.639705,0.335574,0.447504,0.417097,0.44677,0.040418,0.34948,0.443768,0.500376,0.355172,0.38343,0.123337,0.650477,0.203996,0.455951,0.571084,0.134356,0.554248,0.363095,0.5838,0.494796,0.19075,0.3146,0.608875,0.438377,0.641831,0.378094,0.617051,0.680133
0.699433,0.807122,0.882271,0.810091,0.330301,0.460774,0,0.331578,0.691223,0.216489,0.267716,0.45076,0.422973,0.550879,0.501371,0.370696,0.689167,0.407725,0.479774,0.33137,0.282422,0.335526,0.386182,0.531407,0.361203,0.216232,0.477738,0.619329,0.235357,0.234618,0.46525,0.728103,0.159033
0.675889,0.332609,0.356067,0.851301,0.348755,0.948291,0.763296,0.481724,0.389793,0.21536,0.463246,0.374593,0.553738,0.418607,0.435698,0.255993,0.566577,0.338979,0.389431,0.377546,0.272952,0.499652,0.331294,0.654793,0.455425,0.298946,0.563946,0.748888,0.537187,0.523328,0.405518,0.739929,0.6376
0.456698,0.947812,0.299759,0.977188,0.753549,0.543542,0.600751,0.049655,0.41448,0.164123,0.703488,0.172657,0.573975,0.557179,0.448815,0.43812,0.449008,0.316127,0.251893,0.436239,0.023664,0.505181,0.302089,0.587746,0.483139,0.139735,0.660794,0.618142,0.289788,0.504379,0.646858,0.099366,0.780467
0.450611,0.552483,0.352293,0.78933,0.581983,0.24464,0.691396,0.483614,0.355502,0.463204,0.351773,0.404333,0.490491,0.641925,0.391504,0.297093,0.397693,0.346603,0.602033,0.310539,0.186135,0.530833,0.578776,0.625119,0.245483,0.454846,0.673655,0.589337,0.211443,0.4575,0.577093,0.522819,0.441933
0.426759,0.885281,0.270113,0.824371,0.594972,0.570864,0.32251,0.243622,0.279853,0.208401,0.602719,0.259498,0.563353,0.549043,0.464437,0.464782,0.518671,0.392334,0.421793,0.585589,0.132893,0.368267,0.271258,0.720155,0.671971,0.340306,0.576857,0.614166,0.47748,0.507398,0.347926,0.840031,0.365633
0.308731,0.881168,0.074086,0.621445,0.468981,0.532652,0.411433,0.679721,0.317586,0.236668,0.271858,0.709875,0.528614,0.46944,0.480477,0.390863,0.519925,0.520038,0.57471,0.483204,0.251417,0.449315,0.320577,0.533892,0.571891,0.285048,0.739885,0.588827,0.422303,0.511706,0.415364,0.517886,0.1497
0.571052,0.682739,0.570486,0.853208,0.193951,0.15753,0.484387,0.805613,0.616344,0.191526,0.421092,0.536579,0.368667,0.530433,0.430436,0.132833,0.565056,0.368728,0.366738,0.314111,0.524764,0.666536,0.567177,0.773953,0.568394,0.354693,0.505488,0.568496,0.43871,0.668256,0.566934,0.529443,0.713767
0.248712,0.633727,0.844995,0.463279,0.441906,0.633317,0.358414,0.226272,0.498904,0.308468,0.395617,0.576524,0.665775,0.447123,0.466351,0.0468,0.590962,0.449493,0.600137,0.546026,0.368844,0.658676,0.314222,0.546936,0.519072,0.466998,0.667178,0.39704,0.236876,0.62865,0.125744,0.400492,0.816367
0.53203,0.170262,0.28628,0.488742,0.790566,0.33048,0.407914,0.565467,0.423043,0.045604,0.363911,0.509708,0.27491,0.405747,0.461383,0.132676,0.515613,0.253845,0.36872,0.507895,0.172172,0.453712,0.47828,0.637631,0.407181,0.386748,0.744267,0.686915,0.511476,0.497799,0.359393,0.363233,0.382667
0.302801,0.894437,0,0.725899,0.348125,0.46255,0.608425,0.342022,0.289575,0.207117,0.411886,0.763803,0.639442,0.370312,0.410263,0.321789,0.532527,0.471089,0.516124,0.484391,0.166188,0.446783,0.295985,0.573245,0.541651,0.365076,0.734529,0.614865,0.428354,0.520975,0.394213,0.303275,0.544
