@relation pah2

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute oz26 numeric
@attribute oz27 numeric
@attribute oz28 numeric
@attribute oz29 numeric
@attribute oz30 numeric
@attribute oz31 numeric
@attribute oz32 numeric
@attribute oz33 numeric
@attribute oz34 numeric
@attribute oz35 numeric
@attribute oz36 numeric
@attribute oz37 numeric
@attribute oz38 numeric
@attribute oz39 numeric
@attribute oz40 numeric
@attribute oz41 numeric
@attribute oz42 numeric
@attribute oz43 numeric
@attribute oz44 numeric
@attribute oz45 numeric
@attribute oz46 numeric
@attribute oz47 numeric
@attribute oz48 numeric
@attribute oz49 numeric
@attribute oz50 numeric
@attribute oz51 numeric
@attribute oz52 numeric
@attribute oz53 numeric
@attribute oz54 numeric
@attribute oz55 numeric
@attribute oz56 numeric
@attribute oz57 numeric
@attribute oz58 numeric
@attribute oz59 numeric
@attribute oz60 numeric
@attribute oz61 numeric
@attribute oz62 numeric
@attribute oz63 numeric
@attribute oz64 numeric
@attribute oz65 numeric
@attribute oz66 numeric
@attribute oz67 numeric
@attribute oz68 numeric
@attribute oz69 numeric
@attribute oz70 numeric
@attribute oz71 numeric
@attribute oz72 numeric
@attribute oz73 numeric
@attribute oz74 numeric
@attribute oz75 numeric
@attribute oz76 numeric
@attribute oz77 numeric
@attribute oz78 numeric
@attribute oz79 numeric
@attribute oz80 numeric
@attribute oz81 numeric
@attribute oz82 numeric
@attribute oz83 numeric
@attribute oz84 numeric
@attribute oz85 numeric
@attribute oz86 numeric
@attribute oz87 numeric
@attribute oz88 numeric
@attribute oz89 numeric
@attribute oz90 numeric
@attribute oz91 numeric
@attribute oz92 numeric
@attribute oz93 numeric
@attribute oz94 numeric
@attribute oz95 numeric
@attribute oz96 numeric
@attribute oz97 numeric
@attribute oz98 numeric
@attribute oz99 numeric
@attribute oz100 numeric
@attribute oz101 numeric
@attribute oz102 numeric
@attribute oz103 numeric
@attribute oz104 numeric
@attribute oz105 numeric
@attribute oz106 numeric
@attribute oz107 numeric
@attribute oz108 numeric
@attribute oz109 numeric
@attribute oz110 numeric
@attribute oz111 numeric
@attribute oz112 numeric
@attribute oz113 numeric

@data
0.196263,0.214288,0.176468,0.197867,0.155551,0.176748,0.28705,0.274993,0.571424,0.225808,0.222221,0.177782,0.194969,0.1631,0.77612,0.0674,0.067734,0.058077,0.057285,0.27727,0.98712,0.075027,0.345815,0.181567,0.153111,0.098649,0.052724,0.552668,0.123574,0.049816,0.175665,0.041396,0.015737,0.655226,0.233943,0.000611,0.076267,0.076267,0.076267,0.076267,0.076267,0.641806,0.660411,0.660411,0.660411,0.660411,0.660411,0.259519,0.514952,0.24975,0.255982,0.269449,0.306948,0.338638,0.638049,0.454934,0.464909,0.609376,0.183108,0.177209,0.440479,0.700142,0.151964,0.172895,0.38633,0.418987,0.170018,0.177215,0.056985,0.187497,0.500005,0.697551,0.635863,0,0.19509,0,0.090076,0,0,0.256168,0.211318,0.236883,0.17741,0.148296,0.16916,0.670332,0.61765,0.772722,0.69812,0.595753,0.550008,0.271611,0.221855,0.242869,0.176304,0.152491,0.172859,0.603603,0.473682,0.550004,0.400004,0.342853,0.363634,0.256168,0.211318,0.236883,0.17741,0.148296,0.16916,0.211316,0.261716,0.140271,0.563671
0.196263,0.214288,0.179928,0.199649,0.155551,0.176748,0.28705,0.274993,0.571424,0.225808,0.222221,0.188894,0.193851,0.159522,0.738807,0.066318,0.066969,0.057187,0.056837,0.275064,0.961436,0.073683,0.332047,0.182759,0.154282,0.097395,0.052071,0.525655,0.123574,0.047849,0.177064,0.041548,0.015851,0.653493,0.2287,0.000605,0.074921,0.074921,0.074921,0.074921,0.074921,0.662063,0.679835,0.679835,0.679835,0.679835,0.679835,0.261249,0.514952,0.23294,0.257788,0.20369,0.306948,0.338638,0.572806,0.454934,0.469295,0.609376,0.380284,0.189885,0.404763,0.400291,0.148212,0.168222,0.370594,0.335985,0.164993,0.164557,0.066177,0.156247,0.500005,0.697551,0.5096,0,0.19509,0,0.090076,0,0,0.256168,0.212422,0.228619,0.193256,0.146206,0.166519,0.670332,0.632355,0.696966,0.735857,0.574477,0.52501,0.271611,0.222403,0.235306,0.201873,0.150279,0.169999,0.603603,0.473682,0.500004,0.488893,0.314281,0.31818,0.256168,0.212422,0.228619,0.193256,0.146206,0.166519,0.212409,0.257029,0.141452,0.567417
0.196263,0.214288,0.190308,0.204996,0.155551,0.176748,0.28705,0.274993,0.571424,0.225808,0.222221,0.222227,0.187549,0.141636,0.567163,0.060183,0.061611,0.051545,0.052804,0.26326,0.895256,0.066965,0.263216,0.189154,0.160677,0.090962,0.048717,0.320363,0.123574,0.039025,0.184614,0.041321,0.015768,0.663421,0.207921,0.000581,0.068186,0.068186,0.068186,0.068186,0.068186,0.795581,0.814465,0.814465,0.814465,0.814465,0.814465,0.164367,0.30565,0.189473,0.264677,0.125522,0.306948,0.338638,0.408657,0.454934,0.482452,0.5,0.704234,0.6076,0.500002,0.625179,0.120069,0.135512,0.26045,0.252983,0.136608,0.151899,0.053309,0.109373,0.500005,0.697551,0.462125,0,0.185566,0,0.087652,0,0,0.256168,0.215734,0.210322,0.205044,0.180514,0.177564,0.670332,0.676472,0.530302,0.566046,0.531924,0.500009,0.271611,0.224055,0.219965,0.220502,0.19784,0.19256,0.603603,0.486839,0.416671,0.400004,0.342853,0.363634,0.256168,0.215734,0.210322,0.205044,0.180514,0.177564,0.215689,0.229295,0.148362,0.438202
0.140189,0.176193,0.131486,0.163999,0.111106,0.148575,0.612651,0.488458,0.619041,0.161291,0.11111,0.14445,0.132662,0.100919,0.723882,0.040331,0.043944,0.03596,0.041074,0.197581,0,0.043001,0.21586,0.133688,0.108921,0.054279,0.035015,0.352777,0.123574,0.024858,0.128677,0.02912,0.01125,0.067313,0.111065,0.00042,0.0408,0.0408,0.0408,0.0408,0.0408,0.711786,0.776956,0.776956,0.776956,0.776956,0.776956,0.27163,0.192685,0.121489,0.153529,0.165083,0.184487,0.234069,0.305635,0.268603,0.311401,0.265626,0.366198,0.455698,0.452383,0.625179,0.093802,0.102801,0.235778,0.187245,0.095178,0.094937,0.047794,0.109373,0,0,0.429802,0,0.150416,0,0.070525,0,0,0.167273,0.161249,0.148085,0.138047,0.12653,0.139807,0.39561,0.691177,0.606059,0.641518,0.638307,0.62501,0.158946,0.147047,0.12997,0.121147,0.113641,0.12567,0.189187,0.315788,0.283337,0.288893,0.28571,0.31818,0.167273,0.161249,0.148085,0.138047,0.12653,0.139807,0.161259,0.204685,0.101462,0.284645
0.168226,0.195241,0.159167,0.183607,0.133328,0.162644,0.430557,0.373072,0.595234,0.19355,0.166666,0.177782,0.160835,0.123591,0.671642,0.050573,0.053,0.044013,0.046919,0.232182,0.633909,0.055319,0.250825,0.160203,0.13333,0.072877,0.042438,0.389514,0.123574,0.032672,0.155179,0.035429,0.013684,0.353201,0.155774,0.000508,0.054718,0.054718,0.054718,0.054718,0.054718,0.732967,0.773607,0.773607,0.773607,0.773607,0.773607,0.264709,0.315617,0.167369,0.206807,0.284639,0.245384,0.286459,0.375002,0.360463,0.39912,0.421875,0.492959,0.455698,0.416669,0.625179,0.105998,0.119157,0.248869,0.227087,0.119368,0.113924,0.064339,0.140622,0.199998,0.581478,0.453538,0,0.165966,0,0.077661,0,0,0.211746,0.187939,0.182713,0.167965,0.149649,0.151633,0.538466,0.676472,0.606059,0.622649,0.595753,0.550008,0.215248,0.185275,0.178479,0.163884,0.147099,0.14712,0.414411,0.407892,0.383337,0.333337,0.314281,0.31818,0.211746,0.187939,0.182713,0.167965,0.149649,0.151633,0.187928,0.220311,0.123494,0.325844
0.168226,0.195241,0.155706,0.181824,0.133328,0.162644,0.430557,0.373072,0.595234,0.19355,0.166666,0.166671,0.162613,0.128675,0.731345,0.052197,0.054404,0.045497,0.047965,0.236167,0.661112,0.05711,0.271751,0.158523,0.131667,0.074115,0.043123,0.426791,0.123574,0.035093,0.15321,0.035202,0.01352,0.356182,0.163542,0.000509,0.056513,0.056513,0.056513,0.056513,0.056513,0.695213,0.734089,0.734089,0.734089,0.734089,0.734089,0.268169,0.392028,0.180743,0.204481,0.356603,0.245384,0.286459,0.429948,0.360463,0.394734,0.437501,0.323946,0.367091,0.452383,1,0.121008,0.135512,0.307655,0.291496,0.128642,0.120253,0.064798,0.187497,0.199998,0.581478,0.584852,0,0.16913,0,0.079224,0,0,0.211746,0.186835,0.189663,0.159281,0.142455,0.154634,0.538466,0.661766,0.666664,0.641518,0.595753,0.57501,0.215248,0.184726,0.184313,0.1511,0.138251,0.149662,0.414411,0.394735,0.416671,0.333337,0.28571,0.31818,0.211746,0.186835,0.189663,0.159281,0.142455,0.154634,0.186834,0.228513,0.121717,0.200376
0.168226,0.195241,0.155706,0.181824,0.133328,0.162644,0.430557,0.373072,0.595234,0.19355,0.166666,0.166671,0.161759,0.126133,0.69403,0.051384,0.053703,0.044755,0.047442,0.234039,0.650232,0.056215,0.261288,0.158912,0.132185,0.073996,0.043057,0.419226,0.123574,0.033681,0.153694,0.035127,0.013468,0.357175,0.161415,0.000509,0.055616,0.055616,0.055616,0.055616,0.055616,0.712707,0.752842,0.752842,0.752842,0.752842,0.752842,0.264709,0.471762,0.179629,0.204327,0.301078,0.245384,0.286459,0.429948,0.360463,0.394734,0.437501,0.323946,0.367091,0.488097,0.625179,0.107873,0.121492,0.257304,0.22111,0.115091,0.113924,0.068015,0.16406,0.199998,0.581478,0.46364,0,0.16805,0,0.078867,0,0,0.211746,0.186835,0.189663,0.159726,0.139565,0.159376,0.538466,0.661766,0.666664,0.641518,0.574477,0.57501,0.215248,0.184726,0.184313,0.151344,0.1359,0.15554,0.414411,0.394735,0.416671,0.333337,0.28571,0.31818,0.211746,0.186835,0.189663,0.159726,0.139565,0.159376,0.186834,0.22578,0.122226,0.21723
0.168226,0.195241,0.159167,0.183607,0.133328,0.162644,0.430557,0.373072,0.595234,0.19355,0.166666,0.177782,0.159891,0.121043,0.634328,0.04976,0.052299,0.04327,0.046397,0.230361,0.620457,0.054423,0.240364,0.160861,0.134073,0.072521,0.04224,0.370604,0.123574,0.031463,0.155985,0.035353,0.013626,0.353947,0.153665,0.000508,0.05382,0.05382,0.05382,0.05382,0.05382,0.755066,0.795709,0.795709,0.795709,0.795709,0.795709,0.259519,0.262461,0.164119,0.206225,0.301078,0.245384,0.286459,0.375002,0.360463,0.39912,0.40625,0.478875,0.518991,0.476192,0.625179,0.104121,0.11682,0.240561,0.179277,0.113194,0.107594,0.067555,0.140622,0.199998,0.581478,0.424752,0,0.164939,0,0.077336,0,0,0.211746,0.187939,0.183302,0.164162,0.153892,0.157034,0.538466,0.676472,0.606059,0.584914,0.574477,0.550008,0.215248,0.185275,0.178802,0.160597,0.154012,0.153793,0.414411,0.407892,0.383337,0.333337,0.314281,0.31818,0.211746,0.187939,0.183302,0.164162,0.153892,0.157034,0.187928,0.216796,0.124255,0.189141
0.168226,0.195241,0.159167,0.183607,0.133328,0.162644,0.430557,0.373072,0.595234,0.19355,0.166666,0.177782,0.159864,0.121043,0.634328,0.04976,0.052299,0.04327,0.046397,0.230478,0.620457,0.054423,0.240364,0.160861,0.134073,0.071704,0.041789,0.309017,0.123574,0.031463,0.155985,0.035127,0.013493,0.35941,0.155597,0.000499,0.05382,0.05382,0.05382,0.05382,0.05382,0.755066,0.795709,0.795709,0.795709,0.795709,0.795709,0.243948,0.471762,0.164119,0.205981,0.307284,0.245384,0.286459,0.375002,0.360463,0.39912,0.390624,0.46479,0.531649,0.511906,0.625179,0.104121,0.11682,0.240561,0.179277,0.12033,0.113924,0.060661,0.124998,0.199998,0.581478,0.424752,0,0.166037,0,0.078283,0,0,0.211746,0.187939,0.1835,0.163655,0.152723,0.160397,0.538466,0.676472,0.606059,0.584914,0.574477,0.550008,0.215248,0.185275,0.178802,0.160232,0.153183,0.1584,0.414411,0.407892,0.383337,0.311115,0.314281,0.31818,0.211746,0.187939,0.1835,0.163655,0.152723,0.160397,0.187928,0.217576,0.124279,0.26592
0.196263,0.214288,0.179928,0.199649,0.155551,0.176748,0.28705,0.274993,0.571424,0.225808,0.222221,0.188894,0.191353,0.152367,0.664179,0.063611,0.06429,0.05444,0.05426,0.269684,0.96674,0.070997,0.304515,0.18438,0.156208,0.096219,0.051457,0.478655,0.123574,0.043917,0.179073,0.041548,0.015826,0.650761,0.217154,0.00061,0.072227,0.072227,0.072227,0.072227,0.072227,0.717312,0.737438,0.737438,0.737438,0.737438,0.737438,0.256058,0.514952,0.23684,0.258646,0.236569,0.306948,0.338638,0.572806,0.454934,0.469295,0.578125,0.281691,0.278481,0.523811,0.625179,0.121945,0.140185,0.276185,0.211814,0.138265,0.13924,0.084559,0.187497,0.500005,0.697551,0.462125,0,0.185684,0,0.087209,0,0,0.256168,0.212422,0.231243,0.181466,0.152601,0.179066,0.670332,0.632355,0.712117,0.641518,0.531924,0.52501,0.271611,0.222403,0.238763,0.18154,0.158159,0.18557,0.603603,0.473682,0.533339,0.377781,0.28571,0.363634,0.256168,0.212422,0.231243,0.181466,0.152601,0.179066,0.212409,0.247264,0.143624,0.359552
0.205609,0.219049,0.207609,0.217475,0.222217,0.200822,0.76234,0.692308,0.533329,0.19355,0.222221,0.200005,0.154601,0.107052,0.50746,0.049806,0.051406,0.046871,0.048413,0.219912,0,0.049496,0.182544,0.182772,0.145364,0.053449,0.051151,0.109133,0.216745,0.026522,0.175744,0.039923,0.01655,0.03552,0.105678,0.001157,0.050901,0.050901,0.050901,0.050901,0.050901,0.66943,0.651034,0.651034,0.651034,0.651034,0.651034,0.340834,0.438539,0.185202,0.18023,0.241527,0.177624,0.141021,0.103022,0.118843,0.267541,0.593751,0.661973,0.734182,0.630952,0.250354,0.097554,0.098129,0.173341,0.084993,0.086599,0.107594,0.047335,0.093747,0,0,0.290408,0.658934,0.138337,0.731115,0.064869,0.644697,0,0.190148,0.19268,0.205536,0.204031,0.211196,0.219163,0.230775,0.382358,0.333336,0.320764,0.340434,0.350008,0.192654,0.196643,0.212618,0.216727,0.231436,0.235459,0.189187,0.276315,0.266669,0.244448,0.228567,0.272725,0.190148,0.19268,0.205536,0.204031,0.211196,0.219163,0.192636,0.236327,0.145842,0.312736
0.261683,0.295239,0.242212,0.276298,0.222217,0.273046,0.672834,0.571151,0.438091,0.290325,0.222221,0.233338,0.255217,0.217822,0.69403,0.104394,0.109,0.096338,0.103067,0.350302,0,0.109742,0.419877,0.245302,0.207541,0.134113,0.096591,0.633698,0.23524,0.076539,0.236804,0.07588,0.035995,0.060357,0.236501,0.001679,0.107694,0.107694,0.107694,0.107694,0.107694,0.458564,0.50033,0.50033,0.50033,0.50033,0.50033,0.28201,0.514952,0.267304,0.28213,0.212396,0.32407,0.387256,0.569372,0.434471,0.245612,0.453125,0.338029,0.367091,0.476192,0.700142,0.213878,0.22897,0.46148,0.426292,0.230986,0.221519,0.102941,0.203123,0,0,0.651519,0,0.24884,0,0.126959,0,0,0.298445,0.287881,0.284364,0.253913,0.223862,0.238852,0.329675,0.54412,0.560605,0.603782,0.5532,0.500009,0.29048,0.2753,0.263721,0.232556,0.207518,0.22116,0.16216,0.249999,0.266669,0.26667,0.228567,0.272725,0.298445,0.287881,0.284364,0.253913,0.223862,0.238852,0.287858,0.37734,0.195649,0.576775
0.261683,0.295239,0.245671,0.278081,0.222217,0.273046,0.672834,0.571151,0.438091,0.290325,0.222221,0.244449,0.252531,0.209341,0.634328,0.100785,0.105428,0.092626,0.099406,0.345309,0,0.106159,0.390969,0.247885,0.210332,0.131202,0.094605,0.575357,0.23524,0.071295,0.23991,0.076183,0.036246,0.057626,0.224372,0.001676,0.104103,0.104103,0.104103,0.104103,0.104103,0.501842,0.547885,0.547885,0.547885,0.547885,0.547885,0.28201,0.594685,0.256808,0.285101,0.42611,0.32407,0.387256,0.519234,0.434471,0.249998,0.437501,0.422536,0.455698,0.511906,0.700142,0.200745,0.214951,0.419563,0.352585,0.203268,0.196203,0.121323,0.234373,0,0,0.641419,0,0.239204,0,0.123208,0,0,0.298445,0.288985,0.278724,0.257463,0.231609,0.242154,0.329675,0.558826,0.515151,0.547178,0.531924,0.47501,0.29048,0.275851,0.259507,0.23767,0.21609,0.225449,0.16216,0.249999,0.250004,0.244448,0.228567,0.227272,0.298445,0.288985,0.278724,0.257463,0.231609,0.242154,0.288951,0.365231,0.198805,0.398877
0.261683,0.295239,0.249132,0.279863,0.222217,0.273046,0.672834,0.571151,0.438091,0.290325,0.222221,0.25556,0.251119,0.205104,0.604477,0.098981,0.103642,0.090771,0.097575,0.34291,0,0.104367,0.376652,0.249834,0.212222,0.1288,0.092968,0.530518,0.23524,0.069077,0.242192,0.07656,0.036565,0.054398,0.216324,0.001674,0.102307,0.102307,0.102307,0.102307,0.102307,0.525783,0.574677,0.574677,0.574677,0.574677,0.574677,0.28201,0.385383,0.246685,0.288224,0.343912,0.32407,0.387256,0.473218,0.434471,0.249998,0.40625,0.521128,0.556965,0.511906,0.700142,0.196993,0.210278,0.405589,0.426292,0.199313,0.196203,0.113971,0.234373,0,0,0.651519,0,0.233417,0,0.120591,0,0,0.298445,0.290089,0.273019,0.260569,0.241877,0.244255,0.329675,0.558826,0.469698,0.509441,0.510647,0.47501,0.29048,0.276401,0.255401,0.24254,0.226459,0.227674,0.16216,0.249999,0.233337,0.222226,0.228567,0.227272,0.298445,0.290089,0.273019,0.260569,0.241877,0.244255,0.290044,0.357028,0.200996,0.574906
0.261683,0.295239,0.249132,0.279863,0.222217,0.273046,0.672834,0.571151,0.438091,0.290325,0.222221,0.25556,0.248433,0.196623,0.52985,0.095371,0.10007,0.08706,0.093914,0.337143,0,0.100784,0.348017,0.251514,0.214389,0.127783,0.092272,0.499185,0.23524,0.06343,0.244316,0.076409,0.036429,0.055391,0.207811,0.001674,0.098715,0.098715,0.098715,0.098715,0.098715,0.570904,0.623573,0.623573,0.623573,0.623573,0.623573,0.28028,0.30565,0.244271,0.287704,0.327472,0.32407,0.387256,0.473218,0.434471,0.249998,0.390624,0.492959,0.59494,0.595239,1,0.175416,0.18925,0.342649,0.245679,0.170286,0.170886,0.132353,0.234373,0,0,0.54546,0,0.225702,0,0.118238,0,0,0.298445,0.290089,0.273675,0.257907,0.240894,0.251878,0.329675,0.558826,0.484849,0.490574,0.468094,0.450008,0.29048,0.276401,0.255726,0.24047,0.227289,0.236253,0.16216,0.249999,0.233337,0.222226,0.199995,0.227272,0.298445,0.290089,0.273675,0.257907,0.240894,0.251878,0.290044,0.347654,0.203341,0.222847
0.261683,0.295239,0.252592,0.281646,0.222217,0.273046,0.672834,0.571151,0.438091,0.290325,0.222221,0.266671,0.245521,0.188143,0.470148,0.091762,0.096499,0.083349,0.090253,0.331648,0,0.0972,0.319108,0.25451,0.217539,0.121517,0.087998,0.188543,0.235177,0.058589,0.247906,0.074823,0.03528,0.075011,0.208912,0.001658,0.095124,0.095124,0.095124,0.095124,0.095124,0.621548,0.678496,0.678496,0.678496,0.678496,0.678496,0.223187,0.30565,0.232011,0.289724,0.109398,0.32407,0.387256,0.429948,0.434471,0.254384,0.328125,0.535214,0.746837,0.690478,0.100436,0.165097,0.177568,0.307655,0.114868,0.164993,0.196203,0.084559,0.140622,0,0,0.300004,0,0.22744,0,0.117256,0,0,0.298445,0.291128,0.268952,0.257208,0.250054,0.262382,0.329675,0.573532,0.439395,0.415102,0.404264,0.400008,0.29048,0.276952,0.251944,0.242662,0.238626,0.248011,0.16216,0.263156,0.216669,0.177781,0.171424,0.181816,0.298445,0.291128,0.268952,0.257208,0.250054,0.262382,0.291136,0.335935,0.20698,0.468165
0.2243,0.252382,0.221451,0.247778,0.222217,0.224897,0.72839,0.646153,0.499996,0.225808,0.222221,0.233338,0.184227,0.132094,0.492535,0.062258,0.065693,0.057892,0.062553,0.257221,0,0.063381,0.226597,0.207362,0.169425,0.069018,0.059425,0.115617,0.229857,0.035395,0.200491,0.049706,0.021298,0.05092,0.135469,0.001429,0.061227,0.061227,0.061227,0.061227,0.061227,0.648251,0.707297,0.707297,0.707297,0.707297,0.707297,0.231838,0.30565,0.212693,0.209227,0.170812,0.220798,0.21039,0.206741,0.201995,0.201752,0.546877,0.633804,0.683549,0.642858,0.625179,0.121945,0.126166,0.228981,0.149397,0.096515,0.126583,0.068015,0.124998,0,0,0.383337,0,0.191965,0,0.170755,0,0.164193,0.226246,0.22515,0.227963,0.223236,0.221218,0.238492,0.263742,0.455888,0.393941,0.377366,0.382987,0.37501,0.22001,0.215253,0.214456,0.211126,0.212495,0.227674,0.126126,0.210524,0.183337,0.177781,0.171424,0.181816,0.226246,0.22515,0.227963,0.223236,0.221218,0.238492,0.225106,0.266795,0.166008,0.387641
0.252338,0.27143,0.249132,0.267386,0.244439,0.239001,0.549381,0.532689,0.480948,0.258066,0.277777,0.266671,0.213586,0.156437,0.462685,0.074799,0.076727,0.068023,0.06982,0.291242,0.692554,0.078163,0.262389,0.234694,0.195764,0.08956,0.07038,0.168557,0.229857,0.045025,0.2281,0.057864,0.024808,0.333827,0.182492,0.001658,0.077839,0.077839,0.077839,0.077839,0.077839,0.653776,0.691893,0.691893,0.691893,0.691893,0.691893,0.224917,0.428572,0.254301,0.259809,0.396748,0.279897,0.262569,0.275414,0.285583,0.2807,0.656252,0.704234,0.645575,0.642858,0.625179,0.136016,0.144857,0.248366,0.200526,0.117282,0.14557,0.089614,0.179685,0.199998,0.536835,0.434348,0,0.210566,0,0.187228,0,0.180015,0.270669,0.251775,0.262526,0.254039,0.239048,0.256439,0.406599,0.44118,0.393941,0.396235,0.361711,0.350008,0.276313,0.253482,0.262856,0.254229,0.241667,0.257861,0.324321,0.289472,0.266669,0.222226,0.199995,0.227272,0.270669,0.251775,0.262526,0.254039,0.239048,0.256439,0.251773,0.283201,0.1901,0.226594
0.252338,0.27143,0.245671,0.265603,0.244439,0.239001,0.549381,0.532689,0.480948,0.258066,0.277777,0.25556,0.214735,0.159803,0.492535,0.076063,0.077811,0.06921,0.070641,0.293719,0.710999,0.079507,0.274504,0.233452,0.19454,0.090465,0.07103,0.192324,0.229857,0.046892,0.226634,0.057638,0.024615,0.335815,0.187219,0.001659,0.079186,0.079186,0.079186,0.079186,0.079186,0.632597,0.670459,0.670459,0.670459,0.670459,0.670459,0.240487,0.504985,0.266189,0.257176,0.34743,0.279897,0.262569,0.31113,0.285583,0.2807,0.640626,0.549297,0.658233,0.654762,1,0.150087,0.158876,0.292801,0.301455,0.119662,0.151899,0.087316,0.218748,0.199998,0.536835,0.541923,0,0.213253,0,0.189351,0,0.181595,0.270669,0.250671,0.270265,0.239715,0.243598,0.25566,0.406599,0.426475,0.454546,0.358498,0.382987,0.350008,0.276313,0.252932,0.26923,0.237305,0.245539,0.255319,0.324321,0.289472,0.300004,0.200004,0.199995,0.227272,0.270669,0.250671,0.270265,0.239715,0.243598,0.25566,0.25068,0.288279,0.188749,0.36517
0.252338,0.27143,0.249132,0.267386,0.244439,0.239001,0.549381,0.532689,0.480948,0.258066,0.277777,0.266671,0.212798,0.154189,0.440297,0.073987,0.076026,0.06728,0.069296,0.289732,0.680159,0.077267,0.254406,0.235364,0.196508,0.088766,0.06981,0.094004,0.229857,0.043816,0.228905,0.058015,0.024926,0.332338,0.179315,0.001653,0.076941,0.076941,0.076941,0.076941,0.076941,0.667588,0.705958,0.705958,0.705958,0.705958,0.705958,0.224917,0.584717,0.250958,0.259105,0.413188,0.279897,0.262569,0.275414,0.285583,0.2807,0.625002,0.690144,0.708866,0.678572,0.625179,0.134141,0.14252,0.241066,0.159356,0.124312,0.14557,0.085938,0.148435,0.199998,0.536835,0.40051,0,0.209174,0,0.186705,0,0.180137,0.270669,0.251775,0.263313,0.249223,0.245689,0.259322,0.406599,0.44118,0.393941,0.358498,0.361711,0.350008,0.276313,0.253482,0.263288,0.250332,0.250378,0.262152,0.324321,0.289472,0.266669,0.222226,0.199995,0.227272,0.270669,0.251775,0.263313,0.249223,0.245689,0.259322,0.251773,0.280467,0.190876,0.37266
0.383177,0.414286,0.356398,0.39038,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.333337,0.384939,0.354653,0.641791,0.199856,0.205435,0.187887,0.196439,0.491064,0,0.208734,0.60104,0.361082,0.317009,0.251418,0.192336,0.850872,0.346908,0.166541,0.350407,0.150741,0.08571,0.055887,0.380646,0.005208,0.206915,0.206915,0.206915,0.206915,0.206915,0.295587,0.322839,0.322839,0.322839,0.322839,0.322839,0.290661,0.627906,0.406517,0.415601,0.336087,0.463781,0.542325,0.783649,0.603396,0.206138,0.562501,0.408453,0.392407,0.511906,0.749616,0.354586,0.373827,0.650921,0.593631,0.361158,0.373424,0.17647,0.328123,0,0,0.787369,0,0.363926,0,0.196682,0,0,0.429618,0.415555,0.415001,0.372885,0.330847,0.3412,0.285719,0.455888,0.5,0.547178,0.48937,0.450008,0.422081,0.404106,0.393258,0.348957,0.311486,0.319986,0.135134,0.210524,0.233337,0.244448,0.228567,0.227272,0.429618,0.415555,0.415001,0.372885,0.330847,0.3412,0.415548,0.530851,0.30103,0.603003
0.383177,0.414286,0.359858,0.392163,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.344448,0.382213,0.344251,0.589551,0.194442,0.200077,0.182321,0.190948,0.486342,0,0.203359,0.572408,0.363944,0.320339,0.247077,0.189129,0.804416,0.346908,0.157465,0.353899,0.151195,0.086179,0.053898,0.366093,0.005201,0.201526,0.201526,0.201526,0.201526,0.201526,0.325968,0.356327,0.356327,0.356327,0.356327,0.356327,0.290661,0.707643,0.396219,0.41881,0.576491,0.463781,0.542325,0.736277,0.603396,0.210525,0.53125,0.46479,0.468357,0.523811,0.749616,0.338647,0.35748,0.610897,0.54715,0.333751,0.348101,0.194852,0.359368,0,0,0.779296,0,0.352303,0,0.191814,0,0,0.429618,0.416663,0.409299,0.376498,0.338593,0.344741,0.285719,0.470593,0.469698,0.490574,0.468094,0.42501,0.422081,0.404656,0.389152,0.354071,0.320058,0.324434,0.135134,0.210524,0.216669,0.222226,0.199995,0.227272,0.429618,0.416663,0.409299,0.376498,0.338593,0.344741,0.41664,0.518742,0.304752,0.589879
0.383177,0.414286,0.363319,0.393945,0.333328,0.39755,0.712957,0.626921,0.31429,0.41936,0.333333,0.35556,0.380273,0.33732,0.559701,0.190834,0.196505,0.17861,0.187287,0.483316,0,0.199776,0.553144,0.366527,0.323135,0.242829,0.185987,0.758495,0.346908,0.15222,0.356996,0.151572,0.086571,0.05216,0.356464,0.005194,0.197935,0.197935,0.197935,0.197935,0.197935,0.34899,0.381103,0.381103,0.381103,0.381103,0.381103,0.290661,0.707643,0.38572,0.422096,0.50049,0.463781,0.542325,0.69163,0.603396,0.210525,0.515626,0.535214,0.544307,0.547619,0.749616,0.332077,0.350459,0.593781,0.593631,0.322262,0.348101,0.180146,0.359368,0,0,0.787369,0,0.344554,0,0.187992,0,0,0.429618,0.417754,0.403659,0.380111,0.34628,0.348161,0.285719,0.470593,0.424244,0.471706,0.446817,0.400008,0.422081,0.405205,0.384938,0.359185,0.328631,0.328724,0.135134,0.210524,0.200002,0.200004,0.199995,0.227272,0.429618,0.417754,0.403659,0.380111,0.34628,0.348161,0.417731,0.508984,0.307924,0.601133
