@RELATION fri_c4_100_100 
 @ATTRIBUTE oz1 REAL 
 @ATTRIBUTE oz2 REAL 
 @ATTRIBUTE oz3 REAL 
 @ATTRIBUTE oz4 REAL 
 @ATTRIBUTE oz5 REAL 
 @ATTRIBUTE oz6 REAL 
 @ATTRIBUTE oz7 REAL 
 @ATTRIBUTE oz8 REAL 
 @ATTRIBUTE oz9 REAL 
 @ATTRIBUTE oz10 REAL 
 @ATTRIBUTE oz11 REAL 
 @ATTRIBUTE oz12 REAL 
 @ATTRIBUTE oz13 REAL 
 @ATTRIBUTE oz14 REAL 
 @ATTRIBUTE oz15 REAL 
 @ATTRIBUTE oz16 REAL 
 @ATTRIBUTE oz17 REAL 
 @ATTRIBUTE oz18 REAL 
 @ATTRIBUTE oz19 REAL 
 @ATTRIBUTE oz20 REAL 
 @ATTRIBUTE oz21 REAL 
 @ATTRIBUTE oz22 REAL 
 @ATTRIBUTE oz23 REAL 
 @ATTRIBUTE oz24 REAL 
 @ATTRIBUTE oz25 REAL 
 @ATTRIBUTE oz26 REAL 
 @ATTRIBUTE oz27 REAL 
 @ATTRIBUTE oz28 REAL 
 @ATTRIBUTE oz29 REAL 
 @ATTRIBUTE oz30 REAL 
 @ATTRIBUTE oz31 REAL 
 @ATTRIBUTE oz32 REAL 
 @ATTRIBUTE oz33 REAL 
 @ATTRIBUTE oz34 REAL 
 @ATTRIBUTE oz35 REAL 
 @ATTRIBUTE oz36 REAL 
 @ATTRIBUTE oz37 REAL 
 @ATTRIBUTE oz38 REAL 
 @ATTRIBUTE oz39 REAL 
 @ATTRIBUTE oz40 REAL 
 @ATTRIBUTE oz41 REAL 
 @ATTRIBUTE oz42 REAL 
 @ATTRIBUTE oz43 REAL 
 @ATTRIBUTE oz44 REAL 
 @ATTRIBUTE oz45 REAL 
 @ATTRIBUTE oz46 REAL 
 @ATTRIBUTE oz47 REAL 
 @ATTRIBUTE oz48 REAL 
 @ATTRIBUTE oz49 REAL 
 @ATTRIBUTE oz50 REAL 
 @ATTRIBUTE oz51 REAL 
 @ATTRIBUTE oz52 REAL 
 @ATTRIBUTE oz53 REAL 
 @ATTRIBUTE oz54 REAL 
 @ATTRIBUTE oz55 REAL 
 @ATTRIBUTE oz56 REAL 
 @ATTRIBUTE oz57 REAL 
 @ATTRIBUTE oz58 REAL 
 @ATTRIBUTE oz59 REAL 
 @ATTRIBUTE oz60 REAL 
 @ATTRIBUTE oz61 REAL 
 @ATTRIBUTE oz62 REAL 
 @ATTRIBUTE oz63 REAL 
 @ATTRIBUTE oz64 REAL 
 @ATTRIBUTE oz65 REAL 
 @ATTRIBUTE oz66 REAL 
 @ATTRIBUTE oz67 REAL 
 @ATTRIBUTE oz68 REAL 
 @ATTRIBUTE oz69 REAL 
 @ATTRIBUTE oz70 REAL 
 @ATTRIBUTE oz71 REAL 
 @ATTRIBUTE oz72 REAL 
 @ATTRIBUTE oz73 REAL 
 @ATTRIBUTE oz74 REAL 
 @ATTRIBUTE oz75 REAL 
 @ATTRIBUTE oz76 REAL 
 @ATTRIBUTE oz77 REAL 
 @ATTRIBUTE oz78 REAL 
 @ATTRIBUTE oz79 REAL 
 @ATTRIBUTE oz80 REAL 
 @ATTRIBUTE oz81 REAL 
 @ATTRIBUTE oz82 REAL 
 @ATTRIBUTE oz83 REAL 
 @ATTRIBUTE oz84 REAL 
 @ATTRIBUTE oz85 REAL 
 @ATTRIBUTE oz86 REAL 
 @ATTRIBUTE oz87 REAL 
 @ATTRIBUTE oz88 REAL 
 @ATTRIBUTE oz89 REAL 
 @ATTRIBUTE oz90 REAL 
 @ATTRIBUTE oz91 REAL 
 @ATTRIBUTE oz92 REAL 
 @ATTRIBUTE oz93 REAL 
 @ATTRIBUTE oz94 REAL 
 @ATTRIBUTE oz95 REAL 
 @ATTRIBUTE oz96 REAL 
 @ATTRIBUTE oz97 REAL 
 @ATTRIBUTE oz98 REAL 
 @ATTRIBUTE oz99 REAL 
 @ATTRIBUTE oz100 REAL 
 @ATTRIBUTE oz101 REAL 
@DATA  
1.5707997e+000,1.5269243e+000,2.9840050e+000,1.6468260e+000,3.7255083e+000,1.3894665e-001,-9.2324607e-001,-3.5079018e-001,-5.7364753e-001,-8.5155822e-001,9.1866933e-001,1.7302977e-001,1.1844636e+000,-7.0924201e-001,-1.0723047e+000,3.3555143e-001,-4.4967242e-001,-1.0848726e+000,-2.6425289e-001,1.9796136e+000,1.5535880e+000,7.5785843e-001,-7.9361660e-001,-1.1524391e-001,1.0094130e+000,5.9127040e-001,-4.0846099e-001,1.5000719e+000,6.2301651e-001,2.2428630e-001,-8.6744841e-001,3.4070606e-001,-1.3790530e+000,-5.5568853e-001,-2.6628525e-001,1.0609411e+000,1.5797539e+000,1.1287887e+000,-1.6082855e+000,1.1943336e-001,-1.6177513e+000,-4.6542840e-001,1.6487941e+000,1.4308472e+000,9.1818966e-001,-1.4552378e+000,4.1577721e-001,1.2138350e+000,8.5531328e-001,1.0092825e+000,-1.6160343e+000,-1.5215816e+000,1.3672492e-001,1.5720907e+000,7.1737868e-001,5.5333049e-001,1.0513030e+000,-2.4883097e-001,1.2799318e+000,-3.3259542e-001,-1.0243936e+000,-1.1473399e+000,4.2922716e-001,1.7756469e-002,-3.3411227e-001,1.3170560e+000,-1.2736517e+000,9.3080771e-002,-3.0828071e-001,-1.6936420e+000,1.8201616e+000,-6.0463332e-001,1.4670682e+000,3.2083993e-001,-6.3286799e-001,-1.4671149e+000,5.8326697e-001,9.4551545e-001,-1.5595181e+000,2.8084585e-001,-1.9394405e-001,-9.8485908e-002,-1.4760891e+000,1.5547637e+000,1.2954236e+000,-3.4630990e-001,-4.1426438e-001,-1.9613829e-001,9.1485446e-001,3.0715336e-002,8.5939397e-002,-8.6149133e-001,-1.4622506e+000,4.7633651e-001,-1.2672621e+000,-1.1819459e+000,1.5288769e+000,-1.1981668e+000,1.0474928e+000,9.9622278e-001,1.9631647e+000
1.3711168e+000,1.2302518e+000,1.3466454e+000,3.5676683e-001,1.9076404e+000,3.7515032e-002,2.9868798e-001,1.4898091e+000,-1.5218566e-001,-1.1394769e+000,1.7225387e+000,-3.8109779e-001,-7.8563766e-001,-1.4090802e-001,9.4710299e-001,-4.8430155e-001,1.1956769e+000,1.3297867e+000,-6.8536141e-001,1.1397329e+000,8.7059826e-001,1.6153135e+000,-6.8340416e-001,-1.2269933e+000,-1.1578623e+000,4.1331296e-001,1.1691272e-001,-1.1876296e+000,1.0014817e+000,-5.8661928e-001,6.0142616e-001,-9.6587130e-001,8.2887546e-001,-1.0597782e-001,-2.7395190e-001,3.7657644e-001,-1.4072504e+000,-6.3364826e-002,-1.3606331e+000,1.5741673e+000,1.1910705e+000,1.5313036e+000,6.4638763e-001,1.5821596e-001,-1.4908925e+000,-9.8409112e-001,1.0750286e+000,3.7397885e-002,1.1190597e+000,-1.3255151e+000,-1.4652482e+000,-1.1584828e+000,1.1118047e+000,-1.6695671e-002,-9.1928141e-001,-3.8734863e-001,-1.0025595e+000,1.1469500e+000,-1.7503990e+000,-2.4096939e-001,-1.2627769e+000,-1.0179298e+000,-6.7219704e-001,-1.4859589e+000,1.6839101e+000,-1.0889902e+000,1.9805017e-001,1.4766533e+000,7.9765388e-002,-9.1620457e-001,-1.2895747e+000,1.1794253e-002,9.3253724e-001,2.7319027e-001,5.3661971e-001,-1.3856722e+000,-4.5061048e-001,1.4624925e+000,1.3838837e+000,8.9094946e-001,1.7528453e+000,4.3705420e-001,6.7572189e-001,-9.7746754e-001,4.0582086e-001,-1.1900101e+000,1.7465548e+000,1.0484408e+000,1.8088535e-001,-1.4286697e-001,-7.2168995e-001,-3.5075256e-001,5.6926511e-001,1.2450341e+000,4.0422792e-001,-1.3239483e+000,1.4768361e+000,-8.8713270e-002,-2.7625246e-001,-6.4719973e-001,-1.0317411e+000
1.1685967e+000,1.9349128e+000,1.5145924e+000,-3.5898217e-002,1.6724693e+000,1.0192120e+000,1.7860851e+000,-1.5307095e+000,8.8240043e-001,8.5073779e-001,9.8251045e-001,1.5406928e+000,1.2466017e+000,-8.7074764e-001,-1.3697250e+000,-1.1663738e+000,7.8905988e-002,-3.5323827e-001,-2.3052241e-001,4.5864128e-001,5.6134404e-001,-7.8424057e-001,5.6411102e-001,5.6737790e-003,3.7695959e-001,-1.3703498e+000,-1.6203506e+000,1.2605076e+000,-4.6167260e-001,-3.5560003e-001,7.7563309e-001,-1.1579599e+000,5.6318659e-001,1.4412778e+000,-1.1106698e+000,7.4472936e-001,-1.3597797e+000,-1.0701999e+000,-9.4951619e-001,1.5294893e+000,1.0459806e+000,-1.4827067e+000,-4.3623318e-001,8.1061898e-001,1.5255518e+000,1.3735600e+000,-1.3656671e+000,1.2500191e-001,-1.3279494e+000,4.9811545e-001,-8.7399265e-001,-1.1490139e-002,-1.0031889e+000,6.5050607e-001,-1.0605303e+000,1.8550533e+000,1.5062723e+000,-1.7194242e+000,5.5774360e-001,3.7101364e-003,-1.2499305e+000,9.9111571e-001,-3.0532597e-001,-9.9325428e-002,-8.7223394e-001,5.2849559e-001,1.0775888e+000,-1.4131387e+000,1.2495040e+000,1.4671887e+000,1.2044814e+000,-1.9942567e-001,-1.7222405e-001,9.4602296e-001,-1.3367675e-001,-8.8370466e-001,-1.6853097e+000,-1.3041534e+000,1.2136723e+000,-1.2136488e+000,-2.2061804e-002,-1.9121113e-001,-8.3400250e-001,-1.5103008e+000,8.0077354e-001,-1.2181562e+000,6.3106737e-001,-8.3247013e-001,-4.9013941e-001,1.6562073e+000,1.5630765e+000,1.4483552e+000,1.0042397e+000,1.1909620e+000,1.2640042e+000,-1.4061887e+000,-4.7341047e-001,7.8453719e-001,-1.6088677e+000,1.2236993e+000,2.6604603e-001
1.6017800e+000,1.5422080e+000,6.9213611e-001,-1.0147133e+000,1.1878162e+000,-8.0759319e-001,-1.6044521e+000,6.2547946e-001,3.9615849e-001,5.9245141e-001,-3.8972158e-001,3.2712046e-002,-1.0492283e+000,1.4766949e+000,-6.6474265e-001,-1.3111600e+000,-1.4167035e+000,-1.0689651e+000,8.8725499e-001,-4.4642692e-001,-1.4159338e+000,3.2326161e-001,1.2788558e+000,-1.4162695e+000,-9.2218274e-002,-3.8533251e-001,1.3418861e+000,1.6808586e+000,-3.1091127e-001,-1.6057986e+000,-1.5104195e+000,-1.3966325e+000,-6.3989111e-002,-1.0380036e+000,-1.1868522e+000,-1.1079180e+000,7.2529694e-001,-7.0625958e-001,6.6067379e-001,-7.0086588e-001,4.3651684e-001,-1.8672760e+000,-1.3541611e+000,-6.2782212e-002,3.7005190e-001,-1.5199246e+000,2.9123736e-001,1.5421920e+000,-6.9344950e-001,1.4498512e+000,1.5147425e+000,7.4793943e-001,1.5879086e+000,-3.4775505e-001,1.3600356e+000,-5.5441152e-002,-1.4938990e+000,1.2204022e+000,1.3628857e+000,-1.8671132e+000,-8.4356921e-002,1.5080446e+000,-1.5096624e+000,-7.5787388e-001,4.7780277e-001,5.7495051e-001,1.2221786e+000,3.2171269e-001,1.6991433e+000,-9.6790925e-002,6.2952287e-002,-1.3469823e+000,1.1828026e-001,-4.0683714e-001,-7.7817803e-001,1.2569193e+000,1.2413132e+000,-1.7621152e+000,9.4949159e-001,9.7061553e-002,2.1390444e-001,2.2405506e-001,6.9876392e-001,1.4954675e+000,-1.4701887e+000,4.7853390e-001,7.5082650e-002,1.1043276e+000,9.4801331e-001,-1.0588078e+000,7.5608504e-001,9.2677322e-001,1.0598306e+000,3.9820873e-001,1.4228373e+000,1.5185637e+000,5.1545252e-001,-1.5768661e+000,-2.8184301e-001,1.7737498e+000,-1.7230998e-001
-1.2380467e-001,6.1700252e-001,7.8030637e-001,7.3952772e-002,3.7114393e-001,-7.1546635e-001,-1.4102067e-001,-1.5142319e+000,-4.7555614e-001,-6.9712816e-001,1.1440160e+000,4.7281428e-001,-8.1657109e-001,-1.3610949e+000,-1.1098742e+000,1.2028678e+000,2.6051303e-001,7.6170886e-002,1.0105830e+000,-6.3725705e-001,1.6535706e-001,1.0818254e+000,-2.5438335e-001,9.8128089e-002,-1.3698490e+000,-4.7556197e-001,8.2704964e-001,5.6125883e-001,1.5888547e+000,-1.1804416e+000,1.2215434e+000,-5.2923528e-001,-8.6297778e-001,1.2954692e+000,1.6904255e+000,-1.3108718e+000,5.2809919e-001,5.6701868e-001,1.5541754e+000,2.6324898e-001,4.2316750e-001,-6.6078094e-001,-1.1066021e+000,-2.3275369e-001,-1.0756386e+000,-3.1444328e-001,-1.6856015e-002,-1.3537609e+000,6.6194645e-001,1.5225057e+000,1.3864936e+000,-9.7140454e-001,-1.1444591e+000,-1.2222716e-001,-1.1451048e-001,-1.5203939e+000,5.5778047e-001,-1.1992939e+000,-9.4180638e-001,1.3924353e+000,-1.5690025e+000,9.6158334e-001,1.2236852e+000,-1.6135904e+000,-9.6130263e-001,-7.7182120e-001,-1.6306582e+000,-6.9247173e-001,-8.5769448e-001,-2.4635312e-001,1.7415339e-001,1.6331551e+000,-7.8536954e-001,-1.3455595e+000,-2.2559066e-001,1.7410591e+000,1.7310300e+000,5.2581209e-001,-4.8558110e-001,-3.4025880e-001,-4.5219060e-001,1.3558109e+000,-6.9910234e-001,7.9726481e-001,1.0507864e+000,-3.0570928e-001,-2.7603155e-001,-5.4027241e-001,-1.5545843e+000,-1.7185781e+000,-7.5463071e-002,-6.6899916e-001,1.3496687e+000,4.7160329e-001,-1.2389193e+000,-1.6467722e+000,-5.4208805e-001,-5.6181992e-001,1.9302169e+000,7.2642157e-001,2.7025307e-001
1.9613782e+000,1.7430305e+000,1.4006671e+000,5.1816109e-001,2.0463851e+000,-3.0813790e-001,3.0692238e-001,-6.0913925e-001,1.1325653e+000,-1.1699576e+000,-2.9599731e-001,1.2585127e-001,-1.3469175e+000,1.1589613e+000,1.2683087e+000,9.6094140e-001,1.1337901e+000,1.1015445e+000,1.4232814e+000,7.1373002e-001,-9.4824542e-001,1.3684763e+000,-1.2338898e+000,1.2085410e+000,-5.1482489e-001,8.1799527e-001,-2.3888632e-001,1.4128835e+000,-1.2480199e+000,-1.8273963e-001,8.6925194e-001,-1.1506560e+000,1.1720191e+000,-6.3327917e-001,-1.6310161e+000,-9.4616549e-001,-2.3788141e-001,-4.3430313e-001,5.2485321e-001,-1.3389628e+000,-7.5186169e-001,3.9421204e-001,1.4760100e+000,6.1163613e-001,-3.4205430e-001,4.8839098e-001,-1.1950360e+000,5.8353853e-001,1.2915722e+000,6.4475576e-001,-7.3468981e-001,2.3467594e-001,6.0262481e-001,-5.8972424e-001,-1.5351933e+000,9.1571125e-001,-8.8802586e-001,1.6538908e+000,3.1308891e-001,-1.4201466e+000,1.6196157e+000,-4.8743524e-002,2.8786421e-001,1.1437461e+000,2.2583403e-001,-5.1942599e-001,-1.4957502e-001,-6.5797049e-001,1.0621493e+000,-1.7035156e-001,-6.3185468e-001,-4.5978838e-001,-1.1102482e+000,-8.7984509e-002,1.6582400e+000,-8.9805099e-001,-9.1405719e-001,4.5649827e-001,-1.4905185e+000,-8.2027366e-001,-3.3092485e-001,-1.2831349e+000,-1.1513206e+000,8.5843378e-002,1.5247224e+000,-4.6388378e-001,1.4285094e+000,1.7611066e+000,-1.5587640e+000,2.4304912e-001,-3.8690570e-001,1.1782662e+000,5.7540345e-001,-1.0382126e+000,1.2031573e+000,1.0295901e+000,9.0813117e-001,1.5416302e+000,-1.1812747e+000,-1.7135278e+000,1.7853448e+000
-1.3925488e+000,-1.3958679e+000,-5.9918098e-001,-4.8287988e-001,-8.3919483e-001,-1.4408155e+000,-1.1689437e+000,-1.5607071e+000,9.9681085e-001,-5.8459033e-001,4.7474501e-001,2.8951608e-001,7.3122989e-001,-6.0908539e-001,1.7919276e+000,9.2728338e-001,1.7719067e+000,-1.3702043e+000,1.2357405e+000,-3.6529044e-001,-1.0217073e+000,-8.8691682e-001,1.8530119e-001,8.5844944e-001,1.5288806e+000,-1.2178330e+000,-5.0640194e-001,-7.9452815e-001,9.9877875e-001,1.1391948e+000,4.1402113e-001,1.0251787e+000,-1.4093407e+000,-1.2924553e+000,1.5049840e+000,8.2290810e-001,-9.7687382e-001,1.5966634e+000,1.4053483e+000,1.0101399e+000,-5.1245305e-001,-7.2588257e-001,1.2979222e+000,-9.4523558e-001,9.9882286e-001,4.7165648e-003,-5.5001303e-001,-1.0920205e+000,-1.1000501e+000,-8.4206828e-001,8.7649808e-001,1.2518256e+000,8.3992711e-001,8.6268729e-001,7.0777864e-001,-1.2588189e-001,7.8283866e-001,-7.3247815e-001,-1.2680402e+000,-6.7340742e-001,8.3347400e-001,-5.6169437e-001,-4.0751197e-001,8.7463281e-001,-5.3905153e-002,5.7450150e-001,1.4796738e-001,-1.5844414e+000,-4.1543808e-001,7.5971798e-001,9.6240073e-001,-1.5721154e+000,1.6020672e+000,1.4514264e+000,8.8600927e-001,8.9291204e-001,5.6252666e-001,-1.2123420e-001,7.9784251e-001,1.3496230e+000,-1.8560872e+000,-8.8160971e-001,1.3767016e+000,1.1875879e+000,1.0013825e+000,1.4826697e+000,-4.7818790e-001,-2.6572590e-001,7.7184932e-001,5.6386128e-001,-9.7034953e-001,1.0996740e+000,-3.5586628e-001,-1.4848356e+000,-5.3514203e-001,-9.8016982e-001,-1.1082686e-001,-5.0314421e-002,-1.3498041e+000,4.4232454e-001,-9.4762070e-001
-6.2574241e-001,-5.0020838e-001,-2.9691883e-001,1.6354769e-001,-3.6706819e-001,-8.3884333e-001,-1.0849939e+000,-8.4863503e-001,3.6139276e-001,-1.5584515e+000,-5.3855399e-001,1.7058292e+000,1.1133569e+000,9.5887290e-001,-7.3026354e-001,-5.2018107e-001,3.0384686e-001,9.3796661e-001,-1.4977618e+000,1.2323739e+000,-1.0717672e+000,-7.5471742e-001,-8.6729137e-001,1.4192492e+000,4.4111549e-001,-3.7695308e-001,-1.5624496e+000,-6.5431088e-001,7.2676916e-001,-1.6372065e+000,6.7243586e-001,1.7486050e+000,1.4761416e+000,-8.4731162e-001,1.6257479e+000,-5.8936551e-001,-1.5015302e+000,-1.3425937e+000,9.5152246e-001,-5.4514393e-001,-9.1037697e-001,8.0392986e-001,-4.8034893e-001,-7.8351474e-001,1.1861714e+000,-1.1393781e+000,1.2185448e-001,-4.3992182e-001,9.2476837e-001,7.7945826e-001,1.3544442e+000,-9.1587600e-003,1.9468493e-001,-1.2901359e+000,2.3464405e-001,5.2413558e-001,-3.5828831e-001,-1.7288297e-001,1.1418176e+000,-1.3848716e+000,1.1098440e+000,6.8530344e-001,1.1444285e+000,5.9899116e-001,7.7949260e-001,-6.8956135e-001,5.0097782e-001,1.3418557e+000,-1.0010017e+000,-7.7096535e-001,1.5788264e+000,-8.4644497e-001,-1.2817867e+000,3.5407123e-001,-2.1148474e-002,6.0006864e-001,-3.0487201e-001,6.6476612e-001,-1.0606460e+000,-8.8216791e-001,-2.0863998e-001,5.2233059e-001,-2.3019126e-001,6.9991376e-001,7.5037176e-001,-1.4815991e-001,5.3577345e-001,1.1879056e+000,-1.2846938e+000,8.6530058e-001,-1.3929892e+000,1.0929563e+000,-4.8312684e-001,5.5608566e-001,-1.5849551e+000,8.5750857e-001,-1.2030613e+000,-3.2086199e-001,1.2741015e+000,1.0840723e+000,7.5801481e-001
7.0944407e-001,3.2736234e-001,3.7958272e-001,1.0265814e+000,5.5547018e-001,7.9168195e-001,1.0488336e+000,-7.5120365e-001,8.6598181e-001,1.4831749e+000,-9.3451234e-001,4.6430528e-001,-1.3519191e+000,1.1046703e-002,-1.3407378e+000,1.2297521e+000,1.0218816e+000,-1.3780517e+000,-1.3346874e+000,-6.8389863e-001,-1.0801785e+000,-9.2977687e-001,-1.1163207e+000,9.0765994e-001,1.2334492e+000,-5.6331183e-003,1.4530852e+000,9.0745893e-001,-1.4578392e+000,1.7068429e-001,9.4527456e-003,1.1843401e+000,8.8871149e-001,-4.7119531e-001,-1.1664401e+000,-2.9918548e-001,7.2380561e-001,-8.8421009e-001,-7.5222442e-001,-5.4064837e-001,-1.2764874e+000,-3.3966434e-001,1.2129323e+000,1.7849830e+000,1.5719094e+000,1.0790520e+000,1.0476257e+000,1.6141006e+000,-2.6004364e-001,6.5200977e-001,-1.5301788e+000,-1.1389176e+000,-4.2250200e-001,-9.3804407e-001,1.3089671e+000,-1.3500947e+000,3.3092667e-001,-6.7011315e-003,2.6899652e-002,1.1098660e+000,-9.2305717e-001,-2.4501164e-001,1.3862506e-002,-1.7150321e+000,4.4420255e-001,-1.1302220e+000,-1.6241637e+000,-1.4923330e+000,6.4514752e-001,7.8811339e-001,5.9408707e-001,-8.4217188e-001,-2.7214413e-001,-4.0223837e-003,-1.5352721e+000,-3.4259470e-001,-9.4662219e-001,1.0761863e+000,-1.9765101e-001,9.8349151e-001,1.6459149e-001,3.0647885e-001,1.2919741e+000,3.8268412e-001,8.1575169e-001,5.4425070e-001,4.3792588e-001,-1.4442531e-001,2.1360550e-001,1.7323068e-001,-9.0139650e-001,7.6413394e-001,1.4285322e+000,1.3276323e+000,9.7489766e-001,-3.1590000e-001,-3.0219738e-001,-7.7040545e-001,1.8869066e+000,-2.8800172e-001,1.1786576e-001
-4.3245449e-002,1.9874227e-001,-4.6428356e-001,-5.0034109e-001,-3.1432628e-001,1.3092207e-001,6.8134184e-001,8.9943726e-001,-1.2693676e-001,-1.3460414e+000,-8.0176048e-001,-7.2555832e-001,-1.4784790e+000,-1.4926509e+000,-5.6155626e-001,-1.3044983e+000,-1.4048871e+000,-1.6221594e+000,-1.1773312e+000,-1.9055988e-001,-2.8785522e-001,1.2470296e+000,-1.7540775e+000,-8.9329699e-001,-8.6440783e-001,-1.1018155e+000,9.5515319e-001,1.7178630e+000,4.3978609e-001,-3.2380137e-001,4.1932999e-001,-1.4302881e+000,-2.0443210e-002,2.1303744e-001,6.4398014e-001,-6.1585619e-001,1.2425243e+000,1.5139799e+000,-2.0236557e+000,-7.3904910e-001,-1.7588788e+000,3.6917542e-001,-2.8490303e-001,1.6294641e+000,5.9810608e-001,1.5114022e+000,1.4947261e+000,9.3241315e-001,1.2513239e+000,8.1785341e-001,1.2246335e+000,1.1481494e+000,4.0798555e-001,4.3972700e-001,-5.6248462e-001,-1.4271284e+000,-1.4893716e+000,1.5387486e+000,1.4205230e+000,1.4355955e+000,-6.3255373e-001,4.5144755e-001,-3.9259466e-001,-1.0249791e+000,1.9366399e+000,1.1516067e-001,1.2199014e+000,1.5702586e+000,7.4904192e-002,1.2716520e+000,2.5127995e-001,-1.4397814e+000,9.4645362e-001,-7.3567003e-001,-1.5406527e+000,-1.8999917e-001,-1.5144226e+000,-1.0735642e+000,3.9837931e-001,1.2004011e+000,-1.6322238e+000,1.0385737e+000,-7.5698768e-001,-7.9077374e-001,1.7223119e+000,-5.8611914e-001,9.0221199e-001,1.1523514e+000,1.5848673e-001,1.6667758e+000,-6.7953530e-001,6.8144062e-001,2.0175058e-001,7.1113065e-001,-1.5284734e-001,-5.1794206e-001,-1.2371624e+000,-9.6211832e-001,-1.0786043e+000,6.6053920e-001,7.0390671e-001
1.6877282e+000,1.1268149e+000,1.9751055e+000,9.1930159e-001,2.3893573e+000,9.7310172e-001,1.3355707e+000,-7.7642423e-001,6.6377382e-001,1.0969156e+000,5.2295243e-001,-1.8374793e+000,-2.9861444e-001,6.1469298e-001,3.2404522e-001,7.6484008e-001,-1.2416087e+000,2.7501314e-001,5.2674182e-002,-9.7700241e-001,-3.0777837e-001,1.3849679e+000,-9.2836862e-001,-6.9379022e-001,-7.7730170e-001,2.0284483e-001,1.0633482e+000,1.8089046e+000,-1.1554472e+000,-5.0264469e-001,-9.3754849e-001,-1.3049365e+000,-1.8859484e-002,-1.3512650e+000,-1.5397167e+000,-1.5998467e+000,-1.7782946e+000,3.8919323e-001,2.0166774e-001,8.4838384e-001,-1.3223385e+000,8.4394829e-001,-1.0686683e+000,7.8277893e-001,1.6095964e+000,3.9844907e-001,2.7224467e-001,1.3498626e+000,1.6338724e+000,1.4492811e+000,-1.6448790e+000,1.1884457e+000,-1.5715617e+000,8.3040727e-001,-2.7411541e-001,1.3650843e+000,9.6910962e-001,6.4448271e-001,-4.5721645e-001,1.1661601e+000,6.7446634e-001,1.8015740e+000,-3.1083249e-001,4.9319163e-001,-5.6158319e-001,-7.3684249e-001,2.4019069e-001,2.5968283e-001,-1.5481265e+000,-5.3244771e-001,1.8318596e-001,1.6590591e+000,-1.0358326e+000,1.4494909e+000,4.9945020e-001,5.2204370e-001,7.6641964e-001,6.8008248e-001,-1.0008479e-001,4.6591300e-001,-4.9960184e-001,8.2303630e-001,6.9706969e-001,-3.9100171e-001,-2.1380148e-001,1.4334701e+000,-7.2081668e-001,1.3503189e-001,-1.4890217e+000,-4.1096539e-001,4.0424502e-001,2.3391192e-001,-5.2413333e-001,-1.4745651e+000,7.1881566e-001,-1.2813029e+000,-1.2957487e+000,1.9686680e-001,-1.4591871e+000,9.8028212e-001,-2.3204078e-001
-2.8599427e-001,-1.3551850e+000,-1.7248159e+000,1.9653432e-001,-9.5929657e-001,-7.6029140e-001,-1.5585752e+000,2.0070617e+000,-3.3026837e-001,5.8728012e-002,-3.8141525e-001,2.0388794e+000,-5.8946512e-001,1.4877807e-001,-1.1710427e+000,1.4623387e+000,-3.0628059e-001,-1.2991295e+000,9.4868292e-001,-1.1088724e-001,-1.3925781e+000,-5.1830700e-001,8.6665477e-001,1.1247711e+000,1.2008941e+000,-1.3853860e+000,9.1943544e-001,-1.4057760e+000,-6.6377989e-001,-6.3198093e-001,-1.5269439e+000,8.7024691e-001,-1.1950874e+000,-8.5785775e-001,-4.1511969e-001,6.4616748e-001,9.2363174e-001,-1.3345327e+000,4.4692040e-001,-1.3739910e+000,-1.3987791e+000,1.4036389e+000,7.0881583e-003,-5.9964382e-001,-3.6713844e-001,-6.7916011e-001,6.0153891e-003,-1.6118195e+000,1.0627285e-001,1.4318636e+000,1.1350594e+000,-1.5611167e+000,-1.1817557e+000,-3.5078808e-001,2.6122134e-001,6.1939503e-001,5.1806266e-001,-8.0000471e-001,-2.8318434e-001,-1.1192008e+000,5.6751691e-001,-9.6117500e-001,-7.8796910e-001,6.9721070e-001,1.5991056e+000,1.6686140e+000,-2.0577228e-001,1.0390702e+000,-3.7012054e-001,1.2210851e+000,-5.5855582e-001,-1.0110706e+000,2.4074115e-001,-2.3078111e-001,1.2049389e+000,-1.2095200e+000,1.0157134e+000,4.6605658e-001,1.6815635e+000,1.5377767e+000,2.4746575e-001,-9.5690632e-001,6.0541313e-001,7.8549110e-001,-8.0184491e-001,-3.0458999e-001,-6.7190205e-001,1.5480006e-001,-7.9208753e-001,-1.1447746e+000,-6.4017312e-001,1.1315896e+000,-1.0838545e+000,1.1473937e+000,7.4701118e-001,-6.4429665e-001,-9.3300134e-001,-1.5425998e+000,1.5213931e+000,6.6180350e-001,4.8831459e-001
